fecha,allsky_sfc_sw_dwn,clrsky_sfc_sw_dwn,t2m
2004-08-26,4.8089,7.326,24.4
2004-08-27,4.4266,7.3106,25.28
2004-08-28,4.5324,7.1455,24.92
2004-08-29,3.6996,7.2797,24.79
2004-08-30,4.2401,7.2605,24.21
2004-08-31,5.2922,7.4107,24.72
2004-09-01,4.885,7.1983,25.31
2004-09-02,4.9138,7.0462,26.59
2004-09-03,3.9511,7.1496,25.96
2004-09-04,4.0366,7.1849,24.7
2004-09-05,4.3294,7.3394,23.66
2004-09-06,4.4726,7.128,23.77
2004-09-07,4.0308,7.1453,24.13
2004-09-08,4.3363,7.1791,23.96
2004-09-09,4.9802,7.1674,24.39
2004-09-10,4.4585,7.3354,24.31
2004-09-11,4.1846,7.2518,24.9
2004-09-12,5.5745,7.1599,25.02
2004-09-13,4.3536,7.1707,25.45
2004-09-14,4.6733,7.2319,25.49
2004-09-15,3.0677,7.1081,24.12
2004-09-16,4.9157,7.2962,25.35
2004-09-17,4.3733,7.1813,24.37
2004-09-18,4.6164,7.037,25.18
2004-09-19,4.8343,7.1371,25.1
2004-09-20,4.3951,7.1854,24.54
2004-09-21,4.3505,7.2485,24.62
2004-09-22,5.1206,7.2823,24.89
2004-09-23,3.9019,7.2391,25.9
2004-09-24,4.1818,7.1858,25.02
2004-09-25,5.0801,7.1129,25.76
2004-09-26,3.6221,7.2624,24.52
2004-09-27,3.5844,7.139,24.84
2004-09-28,4.8283,7.1623,24.26
2004-09-29,1.7287,7.1906,24.36
2004-09-30,4.8041,7.2242,23.66
2004-10-01,4.9195,7.0843,24.4
2004-10-02,4.7076,7.2139,26.17
2004-10-03,3.9648,7.177,25.65
2004-10-04,3.2806,7.1021,24.99
2004-10-05,4.6025,6.9739,24.28
2004-10-06,4.4436,6.767,24.5
2004-10-07,4.7542,6.9367,24.48
2004-10-08,4.9774,6.9612,25.07
2004-10-09,4.716,6.9876,25.53
2004-10-10,4.4642,7.0493,25.82
2004-10-11,3.8592,7.0339,24.99
2004-10-12,4.477,7.009,25.01
2004-10-13,5.0431,6.931,26.09
2004-10-14,4.2634,7.116,25.07
2004-10-15,4.9248,6.9065,25.49
2004-10-16,3.0322,6.9379,25.47
2004-10-17,4.0637,6.8791,25.19
2004-10-18,4.5372,6.996,24.47
2004-10-19,4.9375,6.9101,25.15
2004-10-20,4.6999,6.978,24.9
2004-10-21,4.2422,7.0121,24.23
2004-10-22,3.4747,6.9979,24.32
2004-10-23,5.6184,6.9946,24.05
2004-10-24,5.1245,6.9401,24.7
2004-10-25,4.6882,6.8794,25.08
2004-10-26,5.0045,6.7164,24.73
2004-10-27,4.6118,6.6379,24.6
2004-10-28,4.3138,6.7075,24.66
2004-10-29,4.8166,6.6574,24.2
2004-10-30,5.0503,6.7692,24.16
2004-10-31,4.8972,6.685,25.07
2004-11-01,4.4813,6.7709,25.84
2004-11-02,3.9362,6.7061,25.27
2004-11-03,4.5929,6.7781,24.44
2004-11-04,4.6241,6.7282,24.06
2004-11-05,4.6675,6.6175,24.59
2004-11-06,4.783,6.6797,24.66
2004-11-07,4.8564,6.5633,24.92
2004-11-08,4.4275,6.5678,24.74
2004-11-09,4.0526,6.6106,25.04
2004-11-10,3.9518,6.661,24.76
2004-11-11,4.6056,6.6869,25.01
2004-11-12,4.943,6.6194,24.39
2004-11-13,5.0671,6.679,24.91
2004-11-14,4.5161,6.5935,24.79
2004-11-15,4.975,6.5642,25.15
2004-11-16,4.5103,6.3715,25.07
2004-11-17,3.3982,6.4608,24.24
2004-11-18,4.3411,6.3874,24.82
2004-11-19,4.0536,6.5302,24.25
2004-11-20,4.4592,6.3931,24.55
2004-11-21,3.7714,6.3998,24.99
2004-11-22,3.9019,6.4063,25.71
2004-11-23,3.4918,6.3953,25.73
2004-11-24,4.2319,6.4034,24.9
2004-11-25,3.5839,6.2323,24.66
2004-11-26,3.8777,6.336,24.24
2004-11-27,4.6037,6.3103,25.0
2004-11-28,4.5041,6.2858,25.8
2004-11-29,4.487,6.2455,25.27
2004-11-30,3.8563,6.1183,25.88
2004-12-01,3.3739,6.3458,25.23
2004-12-02,3.8558,6.2832,25.53
2004-12-03,3.7642,6.1982,24.96
2004-12-04,3.6053,6.1934,25.23
2004-12-05,3.6492,6.1745,25.53
2004-12-06,3.1452,6.1709,25.74
2004-12-07,3.1394,6.1454,25.67
2004-12-08,3.7922,6.199,24.64
2004-12-09,3.5573,6.1692,25.13
2004-12-10,3.433,6.3346,24.82
2004-12-11,3.2234,6.4274,24.26
2004-12-12,3.4282,6.3394,24.48
2004-12-13,4.2821,6.1908,25.42
2004-12-14,3.8431,6.0658,25.16
2004-12-15,2.179,6.139,25.26
2004-12-16,4.2883,5.9532,25.28
2004-12-17,3.7394,6.1445,25.36
2004-12-18,4.5502,6.0578,25.8
2004-12-19,3.5443,6.0691,25.3
2004-12-20,3.9295,6.0022,24.51
2004-12-21,3.8477,6.0494,25.91
2004-12-22,4.0925,6.0413,26.29
2004-12-23,3.7277,6.2323,26.32
2004-12-24,4.5338,6.1565,25.69
2004-12-25,3.6974,6.1526,24.83
2004-12-26,4.6001,6.2095,24.79
2004-12-27,5.0971,6.2515,24.38
2004-12-28,4.2684,6.2006,23.86
2004-12-29,4.7455,6.1764,24.57
2004-12-30,4.7347,6.0727,24.77
2004-12-31,4.1633,6.1061,25.29
2005-01-01,4.0958,6.1298,25.55
2005-01-02,3.9034,6.1858,25.99
2005-01-03,4.8386,6.1418,26.02
2005-01-04,4.421,6.2148,25.26
2005-01-05,3.953,6.1327,25.54
2005-01-06,3.15,6.2506,25.63
2005-01-07,3.4615,6.2285,26.32
2005-01-08,3.9761,6.0216,26.63
2005-01-09,2.9016,6.0638,24.93
2005-01-10,3.0588,6.2244,24.99
2005-01-11,3.7546,5.9849,26.32
2005-01-12,3.8525,6.2921,26.9
2005-01-13,3.6312,6.4034,26.23
2005-01-14,2.1149,6.3199,26.19
2005-01-15,3.6948,6.1651,26.42
2005-01-16,3.2834,6.3348,25.81
2005-01-17,4.0097,6.4394,24.49
2005-01-18,5.8181,6.5496,23.77
2005-01-19,5.7142,6.6494,24.13
2005-01-20,5.0796,6.6792,24.06
2005-01-21,5.1343,6.6281,24.22
2005-01-22,5.0381,6.5606,24.84
2005-01-23,4.548,6.5839,25.28
2005-01-24,4.6481,6.5962,24.75
2005-01-25,3.6293,6.4934,24.34
2005-01-26,4.248,6.456,25.47
2005-01-27,4.1129,6.6542,26.28
2005-01-28,4.2266,6.4205,26.64
2005-01-29,4.0289,6.337,26.54
2005-01-30,4.5235,6.4855,26.11
2005-01-31,3.755,6.3168,26.09
2005-02-01,4.2912,6.4687,25.93
2005-02-02,4.2538,6.4397,25.83
2005-02-03,3.4843,6.4459,25.74
2005-02-04,2.9155,6.4226,24.85
2005-02-05,3.6305,6.5069,24.6
2005-02-06,2.4893,6.6482,24.93
2005-02-07,2.7346,6.661,25.45
2005-02-08,3.5395,6.6151,25.29
2005-02-09,4.4234,6.7639,25.15
2005-02-10,3.257,6.7747,25.18
2005-02-11,3.1094,6.829,24.82
2005-02-12,3.7963,6.7574,24.1
2005-02-13,4.0116,6.8153,24.87
2005-02-14,4.5389,6.9338,26.48
2005-02-15,4.872,6.8378,26.88
2005-02-16,3.8568,6.745,26.38
2005-02-17,4.3594,6.8546,26.41
2005-02-18,4.5134,6.6557,27.03
2005-02-19,3.4478,6.737,26.56
2005-02-20,3.6958,6.6842,26.81
2005-02-21,3.4759,6.8287,27.04
2005-02-22,4.2722,6.9293,27.42
2005-02-23,3.6998,6.588,27.39
2005-02-24,3.5856,6.7793,27.23
2005-02-25,3.6821,6.9379,28.41
2005-02-26,3.107,6.8645,28.43
2005-02-27,3.6223,6.8218,27.22
2005-02-28,4.139,6.6979,27.01
2005-03-01,3.6353,6.7243,27.41
2005-03-02,3.0317,6.3533,27.04
2005-03-03,2.3724,6.7075,26.79
2005-03-04,3.3422,6.7392,25.15
2005-03-05,3.036,7.0027,26.22
2005-03-06,3.913,6.8326,27.08
2005-03-07,4.315,6.7243,27.2
2005-03-08,2.8658,6.9569,27.13
2005-03-09,3.714,7.0298,27.07
2005-03-10,4.1182,7.1018,26.98
2005-03-11,4.2929,6.9722,27.52
2005-03-12,3.7058,7.081,27.27
2005-03-13,4.5826,6.7879,28.23
2005-03-14,4.4938,6.8647,28.57
2005-03-15,4.8607,6.8198,29.02
2005-03-16,4.2168,6.7157,28.18
2005-03-17,3.6372,6.9578,27.95
2005-03-18,4.975,6.7416,26.88
2005-03-19,3.33,6.9749,27.86
2005-03-20,3.3672,6.8383,27.2
2005-03-21,4.3826,6.9485,27.54
2005-03-22,4.3414,7.0925,29.22
2005-03-23,4.2497,7.056,28.47
2005-03-24,3.6245,6.9266,26.36
2005-03-25,4.2648,6.9504,27.41
2005-03-26,3.8441,6.9677,26.76
2005-03-27,5.099,7.1014,27.89
2005-03-28,4.2422,7.1772,26.58
2005-03-29,4.3339,7.0481,26.62
2005-03-30,4.3783,6.8998,26.93
2005-03-31,4.3217,6.8753,28.05
2005-04-01,4.2072,6.4411,26.97
2005-04-02,3.8422,6.8405,26.92
2005-04-03,2.8178,6.9473,26.3
2005-04-04,4.3951,7.1633,26.55
2005-04-05,3.6605,7.0891,27.11
2005-04-06,3.8662,7.0404,26.43
2005-04-07,4.2384,7.2374,26.7
2005-04-08,4.9634,7.2869,26.41
2005-04-09,3.9914,7.3435,27.53
2005-04-10,4.3627,7.2883,27.25
2005-04-11,3.769,7.0745,26.4
2005-04-12,5.0225,7.1158,26.54
2005-04-13,4.5036,7.0666,27.05
2005-04-14,3.1644,6.9874,26.64
2005-04-15,3.0907,7.1443,26.36
2005-04-16,4.405,7.175,26.24
2005-04-17,3.8801,7.2418,27.13
2005-04-18,3.689,7.2682,27.59
2005-04-19,4.1474,7.1426,25.81
2005-04-20,2.8099,6.9686,27.19
2005-04-21,4.7155,6.9612,27.19
2005-04-22,4.7376,7.0805,27.14
2005-04-23,4.4645,7.1042,27.17
2005-04-24,5.8447,7.1906,26.47
2005-04-25,5.4242,7.1417,26.0
2005-04-26,4.3099,7.1011,27.24
2005-04-27,3.931,7.1026,27.37
2005-04-28,4.1671,7.1318,27.13
2005-04-29,3.8825,7.008,26.16
2005-04-30,4.6339,7.0001,26.74
2005-05-01,4.7597,7.0934,25.96
2005-05-02,2.3268,7.2415,25.62
2005-05-03,4.7546,7.2866,24.68
2005-05-04,5.7955,7.3058,26.06
2005-05-05,4.6879,7.0831,25.59
2005-05-06,5.0594,7.2504,25.18
2005-05-07,4.8487,7.1218,26.2
2005-05-08,4.501,7.2842,25.87
2005-05-09,4.2485,7.2418,25.85
2005-05-10,4.0963,7.272,25.79
2005-05-11,4.6709,7.1606,25.96
2005-05-12,3.2662,7.0901,26.81
2005-05-13,3.9713,7.0805,25.91
2005-05-14,3.3761,7.2182,25.9
2005-05-15,4.4026,6.9077,25.07
2005-05-16,5.561,6.9478,26.23
2005-05-17,3.005,7.1196,24.91
2005-05-18,5.2198,7.1762,26.16
2005-05-19,4.0997,7.1654,25.76
2005-05-20,6.066,7.169,26.46
2005-05-21,4.4054,7.1722,25.68
2005-05-22,5.0064,7.1472,26.25
2005-05-23,4.0735,7.1803,24.64
2005-05-24,5.7014,7.1198,25.92
2005-05-25,4.2859,7.0234,25.07
2005-05-26,3.8575,7.1417,26.39
2005-05-27,4.5439,7.0694,25.73
2005-05-28,5.3822,7.0622,26.38
2005-05-29,4.7686,7.1189,26.97
2005-05-30,4.7114,7.1678,26.47
2005-05-31,4.8631,6.9943,25.24
2005-06-01,4.2058,6.9106,25.03
2005-06-02,4.9447,6.8894,25.5
2005-06-03,4.1189,6.9242,25.52
2005-06-04,3.4582,6.9667,25.56
2005-06-05,4.3891,6.949,25.33
2005-06-06,3.774,6.8376,24.84
2005-06-07,4.955,6.7385,25.85
2005-06-08,4.5012,6.864,25.5
2005-06-09,4.6294,6.9418,25.79
2005-06-10,3.4145,6.9739,25.73
2005-06-11,4.1206,6.9864,24.9
2005-06-12,5.2373,6.9821,26.0
2005-06-13,4.1131,6.9475,24.98
2005-06-14,3.9734,6.7608,24.93
2005-06-15,4.6358,7.0114,24.87
2005-06-16,4.4578,6.9581,26.03
2005-06-17,4.0118,6.9552,26.19
2005-06-18,4.1155,7.008,26.22
2005-06-19,3.8105,7.0404,25.66
2005-06-20,3.9566,6.9826,25.09
2005-06-21,4.3162,7.0879,25.44
2005-06-22,4.7794,6.9912,24.77
2005-06-23,4.1815,6.8844,24.78
2005-06-24,4.6282,6.6228,24.93
2005-06-25,4.5986,6.9418,24.9
2005-06-26,4.5017,6.8002,25.57
2005-06-27,4.2794,6.9502,26.23
2005-06-28,3.9281,6.8832,25.15
2005-06-29,2.8099,6.8846,24.19
2005-06-30,3.5777,6.697,24.34
2005-07-01,4.3447,6.9103,25.9
2005-07-02,4.5713,6.9041,25.94
2005-07-03,4.9802,7.0805,25.59
2005-07-04,5.1254,7.063,26.97
2005-07-05,5.1017,7.0418,26.46
2005-07-06,5.2116,7.1539,25.67
2005-07-07,5.6196,7.0373,26.18
2005-07-08,4.674,7.0874,26.72
2005-07-09,4.8756,6.9223,26.43
2005-07-10,4.7172,6.7481,25.52
2005-07-11,5.2997,6.9763,25.04
2005-07-12,4.224,6.7078,24.82
2005-07-13,4.4726,6.8779,24.17
2005-07-14,4.2936,6.8719,24.11
2005-07-15,5.0813,6.9938,24.76
2005-07-16,4.5857,6.923,24.27
2005-07-17,4.4578,6.996,25.35
2005-07-18,4.1719,6.9552,24.89
2005-07-19,4.7242,6.9874,25.15
2005-07-20,5.0695,6.989,24.42
2005-07-21,4.4611,6.9991,25.12
2005-07-22,4.7364,7.0414,25.97
2005-07-23,5.1934,7.1412,26.08
2005-07-24,4.6402,7.1107,25.86
2005-07-25,4.2204,7.0522,25.95
2005-07-26,4.6927,6.9096,26.4
2005-07-27,4.6632,7.0133,26.07
2005-07-28,4.4342,7.0118,26.29
2005-07-29,4.8346,7.0718,26.15
2005-07-30,4.3968,6.8837,26.43
2005-07-31,4.3529,7.1666,25.09
2005-08-01,3.0696,7.009,25.64
2005-08-02,4.427,7.2197,25.71
2005-08-03,4.8262,6.9746,26.0
2005-08-04,4.2804,6.9396,25.91
2005-08-05,2.6222,6.864,24.89
2005-08-06,4.5703,6.9744,25.09
2005-08-07,4.469,7.1666,25.77
2005-08-08,4.6075,6.9816,25.94
2005-08-09,4.6678,6.9677,24.76
2005-08-10,4.5912,6.8131,25.39
2005-08-11,2.4732,6.7843,25.78
2005-08-12,4.1462,6.7534,25.13
2005-08-13,3.313,6.8198,24.58
2005-08-14,4.829,6.8952,24.88
2005-08-15,3.9158,7.1042,24.31
2005-08-16,3.8016,6.9862,24.34
2005-08-17,2.9618,6.7061,24.01
2005-08-18,4.955,6.8482,23.99
2005-08-19,5.1694,7.038,25.73
2005-08-20,4.633,7.1242,26.19
2005-08-21,4.3908,7.0603,24.46
2005-08-22,3.3331,6.9924,23.94
2005-08-23,4.9294,7.1496,25.25
2005-08-24,3.329,7.1882,25.4
2005-08-25,4.403,6.9055,25.02
2005-08-26,4.5242,6.9902,25.0
2005-08-27,5.0558,7.1198,24.4
2005-08-28,4.3536,7.2022,24.55
2005-08-29,4.7006,7.1952,25.16
2005-08-30,5.0021,7.2634,25.89
2005-08-31,4.9603,7.2391,26.03
2005-09-01,4.7954,7.2329,25.87
2005-09-02,3.5734,7.0721,25.27
2005-09-03,5.2147,7.3776,25.14
2005-09-04,4.3682,7.187,24.91
2005-09-05,4.6987,7.2636,25.48
2005-09-06,4.4323,7.1503,25.2
2005-09-07,4.7047,7.1256,26.11
2005-09-08,5.0743,7.2715,25.41
2005-09-09,4.5895,7.0769,25.59
2005-09-10,4.7383,7.2662,26.11
2005-09-11,4.7618,7.1114,26.07
2005-09-12,3.7358,6.9646,25.76
2005-09-13,4.6363,7.0181,24.98
2005-09-14,4.4885,7.1424,25.07
2005-09-15,4.6574,7.1371,24.92
2005-09-16,4.5682,7.1076,25.59
2005-09-17,4.0126,7.0322,25.07
2005-09-18,4.6397,7.0704,25.32
2005-09-19,3.859,7.0858,24.79
2005-09-20,3.6374,6.5856,24.22
2005-09-21,2.9566,6.8714,24.47
2005-09-22,4.4729,6.7649,24.68
2005-09-23,4.2223,6.9854,24.75
2005-09-24,4.8936,7.097,25.3
2005-09-25,4.6171,7.0543,25.68
2005-09-26,4.5977,6.7498,25.15
2005-09-27,5.0237,6.8196,24.94
2005-09-28,4.6522,6.8035,24.27
2005-09-29,5.1312,7.0054,24.46
2005-09-30,4.9212,7.0068,25.11
2005-10-01,3.8203,7.0615,24.45
2005-10-02,5.909,7.0555,24.89
2005-10-03,5.2152,7.145,24.96
2005-10-04,5.3208,7.1585,24.81
2005-10-05,5.5694,7.2067,25.55
2005-10-06,5.1631,7.1148,24.98
2005-10-07,4.9178,7.123,24.58
2005-10-08,4.9258,7.1674,24.43
2005-10-09,3.1526,7.1424,23.93
2005-10-10,5.8445,7.2122,24.76
2005-10-11,5.5692,7.1551,24.95
2005-10-12,2.5646,7.1107,25.02
2005-10-13,5.6126,7.1143,25.23
2005-10-14,5.37,7.0632,25.11
2005-10-15,5.4607,6.9936,24.68
2005-10-16,5.6844,7.1002,25.23
2005-10-17,5.693,7.1088,25.21
2005-10-18,3.2556,7.0212,25.04
2005-10-19,5.8399,6.985,24.72
2005-10-20,2.9395,6.8378,24.65
2005-10-21,5.8366,7.0368,24.34
2005-10-22,3.329,6.9098,24.21
2005-10-23,4.4899,6.919,24.17
2005-10-24,4.6913,6.8563,24.66
2005-10-25,4.4114,6.7795,23.95
2005-10-26,4.782,6.8798,23.73
2005-10-27,5.0933,6.7068,24.8
2005-10-28,3.6338,6.6065,24.81
2005-10-29,4.9601,6.6648,24.65
2005-10-30,5.0995,6.7853,24.92
2005-10-31,4.2485,6.678,24.44
2005-11-01,3.1778,6.7162,24.01
2005-11-02,4.9008,6.8479,24.68
2005-11-03,3.827,6.7913,24.45
2005-11-04,4.211,6.7457,24.03
2005-11-05,4.5766,6.6314,24.11
2005-11-06,3.6847,6.6581,25.73
2005-11-07,5.0011,6.5918,24.69
2005-11-08,4.374,6.6365,24.26
2005-11-09,4.2494,6.5326,24.98
2005-11-10,4.3615,6.3967,24.52
2005-11-11,2.7245,6.5645,23.64
2005-11-12,4.4566,6.5537,24.14
2005-11-13,5.0047,6.4778,24.9
2005-11-14,4.6066,6.4994,24.53
2005-11-15,4.9142,6.5179,24.88
2005-11-16,4.7993,6.534,24.91
2005-11-17,4.6649,6.5669,24.46
2005-11-18,3.7099,6.5304,24.67
2005-11-19,4.3241,6.4085,25.22
2005-11-20,5.118,6.4001,25.2
2005-11-21,4.4806,6.2618,25.08
2005-11-22,3.4884,6.619,24.22
2005-11-23,4.1986,6.534,23.65
2005-11-24,4.6286,6.383,24.27
2005-11-25,3.8702,6.366,25.01
2005-11-26,4.2355,6.3209,25.56
2005-11-27,4.159,6.3223,25.17
2005-11-28,5.0275,6.3353,25.45
2005-11-29,3.9763,6.3382,25.1
2005-11-30,3.7318,6.2796,25.03
2005-12-01,3.6967,6.2477,24.69
2005-12-02,4.217,6.229,24.71
2005-12-03,4.272,6.0694,25.03
2005-12-04,3.9806,5.993,25.29
2005-12-05,3.8858,6.0864,24.55
2005-12-06,4.9159,6.1793,25.17
2005-12-07,3.7682,6.2746,25.38
2005-12-08,3.8383,6.1183,25.67
2005-12-09,4.0884,6.1433,25.65
2005-12-10,3.4075,6.2338,25.9
2005-12-11,3.8993,6.1368,24.89
2005-12-12,2.5476,6.1622,24.33
2005-12-13,3.9067,6.1421,25.06
2005-12-14,3.8957,6.1867,25.32
2005-12-15,4.417,6.1714,25.18
2005-12-16,4.4419,6.2256,25.25
2005-12-17,4.1736,6.2114,24.96
2005-12-18,3.8122,6.2062,25.71
2005-12-19,4.2247,6.0314,25.71
2005-12-20,3.4051,6.0622,24.86
2005-12-21,2.7785,6.2705,24.82
2005-12-22,3.7423,6.185,24.77
2005-12-23,3.2465,6.0852,24.7
2005-12-24,3.0355,6.359,24.04
2005-12-25,2.695,6.3048,23.46
2005-12-26,4.4398,6.109,24.83
2005-12-27,4.0934,6.2796,25.33
2005-12-28,4.3577,6.2254,25.63
2005-12-29,4.3397,6.2448,24.72
2005-12-30,4.5708,6.3977,25.04
2005-12-31,4.8437,6.3857,24.74
2006-01-01,5.1929,6.2772,25.18
2006-01-02,3.8441,6.3214,23.72
2006-01-03,4.5941,6.228,24.55
2006-01-04,4.1278,6.2052,24.24
2006-01-05,3.7565,6.2834,24.12
2006-01-06,3.9473,6.2042,23.54
2006-01-07,4.0582,6.355,24.22
2006-01-08,4.3272,6.2045,25.1
2006-01-09,4.3282,6.1397,25.06
2006-01-10,3.8674,6.179,25.42
2006-01-11,3.7778,6.2602,25.45
2006-01-12,4.2826,6.2141,25.96
2006-01-13,4.6596,6.2722,26.31
2006-01-14,3.8465,6.193,26.08
2006-01-15,4.2439,5.9866,25.78
2006-01-16,4.2305,6.229,25.86
2006-01-17,3.9948,6.3542,25.42
2006-01-18,4.2648,6.2633,26.23
2006-01-19,5.0818,6.5971,25.51
2006-01-20,5.5248,6.5429,24.83
2006-01-21,4.7438,6.3862,25.1
2006-01-22,3.7339,6.5306,26.52
2006-01-23,3.6871,6.5676,26.66
2006-01-24,3.4999,6.4589,26.79
2006-01-25,3.378,6.5246,26.58
2006-01-26,3.2683,6.3185,26.54
2006-01-27,3.9084,6.4937,25.79
2006-01-28,3.8587,6.5045,26.54
2006-01-29,2.6794,6.6245,25.92
2006-01-30,3.6487,6.545,26.57
2006-01-31,3.3576,6.4618,26.1
2006-02-01,2.7691,6.5969,26.17
2006-02-02,2.9251,6.5333,24.46
2006-02-03,3.0912,6.5261,24.86
2006-02-04,2.3278,6.7008,23.78
2006-02-05,4.0507,6.642,24.19
2006-02-06,4.6555,6.7783,25.71
2006-02-07,4.3123,6.7486,25.2
2006-02-08,4.1311,6.691,25.58
2006-02-09,4.4551,6.4625,25.66
2006-02-10,4.2545,6.3662,25.98
2006-02-11,4.056,6.641,26.23
2006-02-12,3.0696,6.5016,26.53
2006-02-13,3.9588,6.5184,25.76
2006-02-14,5.009,6.7685,26.11
2006-02-15,5.6594,6.9463,26.47
2006-02-16,5.5963,6.8285,26.98
2006-02-17,4.7551,6.4838,26.97
2006-02-18,4.783,6.5815,27.2
2006-02-19,4.7834,6.7248,26.72
2006-02-20,5.599,7.0306,26.35
2006-02-21,5.2284,6.7877,26.52
2006-02-22,5.4353,6.8023,27.32
2006-02-23,4.6416,6.8107,28.26
2006-02-24,4.6234,6.6758,27.16
2006-02-25,4.4506,6.8544,27.52
2006-02-26,4.1309,7.0042,27.61
2006-02-27,3.5311,6.6902,26.47
2006-02-28,4.3574,6.6456,27.34
2006-03-01,4.4045,6.9288,27.32
2006-03-02,3.5904,6.8815,27.45
2006-03-03,3.3115,6.8081,27.09
2006-03-04,3.7056,6.7315,26.93
2006-03-05,3.9166,6.4037,27.5
2006-03-06,2.9767,6.659,26.49
2006-03-07,2.4264,6.7764,24.81
2006-03-08,3.93,6.8006,25.49
2006-03-09,3.7423,6.3115,25.93
2006-03-10,4.8984,6.8568,27.0
2006-03-11,4.3798,6.9636,27.24
2006-03-12,4.3274,6.9437,27.23
2006-03-13,4.9834,7.1702,27.34
2006-03-14,5.1862,7.1098,27.31
2006-03-15,5.052,6.8196,27.63
2006-03-16,4.7501,6.6842,27.69
2006-03-17,3.805,6.8297,26.67
2006-03-18,4.3762,6.9194,27.29
2006-03-19,4.2492,6.9703,27.4
2006-03-20,4.3387,6.8724,27.52
2006-03-21,4.2859,6.9768,27.4
2006-03-22,2.9167,6.8827,25.17
2006-03-23,4.2953,6.8417,23.83
2006-03-24,4.465,7.0042,25.11
2006-03-25,3.924,6.9763,25.82
2006-03-26,3.6761,7.2698,26.07
2006-03-27,4.2842,7.0392,25.94
2006-03-28,4.5734,7.2914,27.23
2006-03-29,4.5986,7.2818,28.2
2006-03-30,3.5134,7.1081,27.36
2006-03-31,4.3229,6.9763,27.87
2006-04-01,3.9144,7.1712,27.9
2006-04-02,3.5076,6.9967,26.1
2006-04-03,3.5237,7.0553,27.15
2006-04-04,2.8759,7.0298,26.96
2006-04-05,5.0258,7.0373,25.91
2006-04-06,5.0244,7.3205,26.85
2006-04-07,3.7692,7.2053,25.6
2006-04-08,3.9146,7.0721,25.94
2006-04-09,2.1362,7.2074,24.59
2006-04-10,5.2572,7.1772,26.57
2006-04-11,4.8634,7.218,26.99
2006-04-12,2.6354,7.1722,26.15
2006-04-13,5.4689,7.398,25.03
2006-04-14,6.06,7.3757,25.28
2006-04-15,4.9274,7.361,25.15
2006-04-16,5.6117,7.2878,26.34
2006-04-17,3.4051,7.0514,27.09
2006-04-18,4.2372,7.1594,25.31
2006-04-19,5.2322,7.2331,26.89
2006-04-20,4.4537,7.123,27.47
2006-04-21,5.1089,7.2391,27.79
2006-04-22,3.667,7.2463,28.67
2006-04-23,1.2041,7.0358,26.24
2006-04-24,3.3262,7.0654,26.75
2006-04-25,1.8427,7.207,26.62
2006-04-26,5.2656,7.0543,25.69
2006-04-27,5.2673,7.2283,26.06
2006-04-28,5.1202,7.2931,25.89
2006-04-29,4.6042,7.2362,25.99
2006-04-30,4.3685,7.2346,25.34
2006-05-01,4.47,7.291,25.37
2006-05-02,3.7344,7.1215,25.23
2006-05-03,4.6637,6.9149,25.95
2006-05-04,4.0253,7.1328,26.93
2006-05-05,4.3486,7.0999,26.15
2006-05-06,4.6356,7.1902,24.81
2006-05-07,4.4381,7.1818,24.89
2006-05-08,4.5732,7.2106,25.44
2006-05-09,4.1455,7.1556,25.12
2006-05-10,3.3,7.0368,26.0
2006-05-11,3.7013,7.1674,25.28
2006-05-12,4.5166,7.1518,25.07
2006-05-13,4.1784,7.2134,25.08
2006-05-14,4.9673,7.1618,25.55
2006-05-15,3.5357,7.2559,26.17
2006-05-16,3.0811,7.1388,25.51
2006-05-17,4.7249,7.3589,24.94
2006-05-18,4.6886,7.069,25.99
2006-05-19,4.1388,7.1712,25.12
2006-05-20,4.9351,7.2823,26.32
2006-05-21,4.6054,7.2499,26.74
2006-05-22,5.274,7.229,27.33
2006-05-23,4.9478,7.2439,27.0
2006-05-24,3.025,7.1328,26.58
2006-05-25,4.2907,7.1321,26.32
2006-05-26,3.8436,7.0582,25.49
2006-05-27,3.9744,7.0735,25.84
2006-05-28,4.0514,7.0668,24.47
2006-05-29,4.3414,7.0447,25.43
2006-05-30,4.6466,7.0188,26.83
2006-05-31,2.6784,7.0903,25.83
2006-06-01,1.7573,6.9941,25.18
2006-06-02,5.1466,7.1755,24.15
2006-06-03,4.5072,7.0234,23.97
2006-06-04,3.0655,6.9506,24.82
2006-06-05,4.6879,7.0241,24.75
2006-06-06,3.9974,6.919,24.21
2006-06-07,3.7534,7.1321,24.15
2006-06-08,4.6505,6.9434,25.09
2006-06-09,4.4688,7.0745,25.02
2006-06-10,4.2048,6.9526,24.04
2006-06-11,4.3906,6.8575,24.45
2006-06-12,5.0602,7.031,26.3
2006-06-13,5.153,6.9408,25.26
2006-06-14,5.2015,6.8717,24.83
2006-06-15,5.2109,6.99,24.43
2006-06-16,4.656,7.0375,25.54
2006-06-17,4.5221,6.9881,25.44
2006-06-18,4.5912,7.1201,25.38
2006-06-19,3.5246,7.0037,25.47
2006-06-20,4.5365,6.8479,26.87
2006-06-21,3.666,6.8654,24.97
2006-06-22,4.4798,6.9811,25.45
2006-06-23,2.855,6.9458,25.47
2006-06-24,3.7219,6.7222,24.96
2006-06-25,4.4484,6.9343,25.61
2006-06-26,4.9596,6.9377,25.25
2006-06-27,4.1784,6.8369,25.73
2006-06-28,3.1997,6.6312,26.53
