fecha,obs,pred_gbm_v2
2021-04-18,52.767,46.54250938470669
2021-04-19,48.497,41.18554431455912
2021-04-20,49.767,37.36930004492293
2021-04-21,49.083,36.203140389878314
2021-04-22,50.879,35.6306001939186
2021-04-23,48.857,38.25788480317139
2021-04-24,47.163,36.43688438394828
2021-04-25,46.037,36.404712010993805
2021-04-26,51.209,45.6453951017897
2021-04-27,55.922,48.20463951689828
2021-04-28,82.571,48.921836044845975
2021-04-29,87.226,53.23819971528945
2021-04-30,63.651,59.442264208733114
2021-05-01,64.472,50.96753019431377
2021-05-02,125.64,81.43162082594462
2021-05-03,147.195,87.92506009922089
2021-05-04,116.254,91.53041475051323
2021-05-05,102.104,94.93992525678689
2021-05-06,119.342,99.22895243620523
2021-05-07,125.655,105.57415044865263
2021-05-08,104.726,103.55684223115716
2021-05-09,131.165,98.2886960877354
2021-05-10,74.611,100.17662070786112
2021-05-11,58.085,77.49400747997691
2021-05-12,57.659,63.88162286129943
2021-05-13,53.557,64.26404599658295
2021-05-14,52.219,60.4099809006722
2021-05-15,60.257,59.19495456566024
2021-05-16,138.334,63.60970796212617
2021-05-17,148.501,80.94561265836624
2021-05-18,123.17,101.0698466871725
2021-05-19,94.745,94.83724809387574
2021-05-20,68.187,94.8527872968499
2021-05-21,89.854,77.10394237306204
2021-05-22,101.034,91.39256899478998
2021-05-23,75.272,86.14142809935157
2021-05-24,64.667,71.01143535672765
2021-05-25,101.556,63.92400396374374
2021-05-26,87.774,82.98330617942142
2021-05-27,83.468,70.4861708089909
2021-05-28,79.016,83.07707745357585
2021-05-29,89.917,92.40101067786354
2021-05-30,81.782,71.3870239595595
2021-05-31,140.191,82.98322093898565
2021-06-01,234.333,111.92364566885145
2021-06-02,128.541,120.02717480583479
2021-06-03,86.848,111.0659441644903
2021-06-04,67.361,100.86819454495479
2021-06-05,70.72,87.07688885075954
2021-06-06,77.596,90.59660069403851
2021-06-07,113.183,81.29390440176316
2021-06-08,169.94,84.43447406829921
2021-06-09,112.265,104.8702964157671
2021-06-10,79.291,101.1284885602682
