fecha,allsky_sfc_sw_dwn,clrsky_sfc_sw_dwn,t2m
2004-08-15,5.915,7.1645,22.7
2004-08-16,6.3583,7.325,21.79
2004-08-17,5.9818,7.32,21.73
2004-08-18,6.3079,7.3858,21.18
2004-08-19,6.0492,7.4304,21.96
2004-08-20,6.192,7.3973,21.26
2004-08-21,4.9822,7.3092,20.46
2004-08-22,6.9391,7.5653,22.57
2004-08-23,5.7487,7.3531,22.87
2004-08-24,5.2334,7.4712,21.46
2004-08-25,6.2297,7.4782,21.57
2004-08-26,5.8776,7.4539,21.03
2004-08-27,5.55,7.5722,20.47
2004-08-28,4.6726,7.391,20.37
2004-08-29,4.7134,7.4674,21.06
2004-08-30,5.8982,7.4381,21.57
2004-08-31,6.5988,7.5401,21.7
2004-09-01,5.6467,7.5768,20.65
2004-09-02,7.081,7.5658,22.72
2004-09-03,5.6086,7.4071,22.7
2004-09-04,4.4832,7.3152,21.25
2004-09-05,4.326,7.3279,21.26
2004-09-06,4.4736,7.1328,21.04
2004-09-07,3.5921,7.4971,20.12
2004-09-08,4.1813,7.506,20.3
2004-09-09,4.3236,7.5612,19.85
2004-09-10,4.7729,7.6301,20.61
2004-09-11,4.0171,7.5732,20.8
2004-09-12,4.9558,7.2994,20.68
2004-09-13,6.2738,7.3606,21.08
2004-09-14,4.1501,7.469,22.16
2004-09-15,4.1246,7.3332,20.1
2004-09-16,6.4306,7.278,21.29
2004-09-17,5.3808,7.3366,20.82
2004-09-18,5.4746,7.3534,20.62
2004-09-19,5.0666,7.4784,20.25
2004-09-20,4.3404,7.5785,20.48
2004-09-21,5.861,7.5362,20.48
2004-09-22,5.9803,7.4897,20.91
2004-09-23,6.0343,7.4794,22.7
2004-09-24,5.477,7.4594,19.71
2004-09-25,4.5845,7.4525,20.59
2004-09-26,4.9274,7.5029,20.38
2004-09-27,4.2576,7.177,21.07
2004-09-28,4.6961,7.4465,20.22
2004-09-29,4.165,7.4849,20.6
2004-09-30,5.5279,7.4683,20.6
2004-10-01,4.9418,7.2619,20.08
2004-10-02,6.6902,7.4758,22.15
2004-10-03,5.4494,7.4016,22.49
2004-10-04,3.6943,7.4042,21.1
2004-10-05,4.6169,7.2679,20.63
2004-10-06,4.5984,7.115,19.58
2004-10-07,4.1062,7.3704,20.2
2004-10-08,3.6415,7.1978,20.63
2004-10-09,4.9877,7.35,21.5
2004-10-10,4.6382,7.4333,21.65
2004-10-11,5.1142,7.3798,20.38
2004-10-12,5.136,7.2989,21.05
2004-10-13,5.7115,7.2564,21.14
2004-10-14,6.1685,7.2929,22.56
2004-10-15,6.1478,7.243,22.93
2004-10-16,5.3998,7.2163,21.01
2004-10-17,5.8706,7.2329,19.89
2004-10-18,4.4899,7.1998,19.4
2004-10-19,4.9543,7.3138,19.96
2004-10-20,5.1055,7.2816,19.74
2004-10-21,4.4443,7.355,20.04
2004-10-22,4.1551,7.3877,19.41
2004-10-23,4.9282,7.3426,18.86
2004-10-24,5.4624,7.308,19.07
2004-10-25,5.5922,7.241,19.26
2004-10-26,5.0083,7.0351,19.52
2004-10-27,5.597,7.1042,19.02
2004-10-28,4.0874,7.0574,19.42
2004-10-29,4.7501,7.0908,20.1
2004-10-30,4.9274,7.1174,19.96
2004-10-31,5.6333,7.1297,20.15
2004-11-01,5.7674,7.0442,20.0
2004-11-02,4.3867,6.9446,20.0
2004-11-03,5.0683,6.9816,19.19
2004-11-04,5.1614,7.003,20.47
2004-11-05,4.7762,6.9077,20.9
2004-11-06,4.014,6.9653,19.44
2004-11-07,4.3632,6.871,19.2
2004-11-08,4.5559,6.9319,19.68
2004-11-09,3.7222,6.8213,19.87
2004-11-10,4.8948,6.9578,20.24
2004-11-11,3.6079,7.0598,19.93
2004-11-12,4.0066,7.0058,19.6
2004-11-13,4.7957,6.9048,20.21
2004-11-14,3.708,6.8534,19.3
2004-11-15,5.2608,6.8738,19.43
2004-11-16,4.8125,6.577,18.84
2004-11-17,3.8551,6.7205,19.37
2004-11-18,4.5715,6.7682,19.24
2004-11-19,4.7539,6.6401,20.05
2004-11-20,5.4444,6.8021,20.15
2004-11-21,5.97,6.677,20.19
2004-11-22,5.7773,6.7541,21.11
2004-11-23,4.6841,6.5969,20.98
2004-11-24,4.7974,6.6737,19.87
2004-11-25,4.1484,6.4668,18.96
2004-11-26,4.1736,6.5969,19.92
2004-11-27,4.6625,6.6818,19.76
2004-11-28,5.1149,6.6355,19.89
2004-11-29,4.777,6.642,20.46
2004-11-30,4.777,6.4598,20.3
2004-12-01,4.3392,6.6878,19.9
2004-12-02,4.0469,6.6158,19.89
2004-12-03,3.7358,6.6005,20.09
2004-12-04,4.8384,6.515,20.61
2004-12-05,4.6366,6.4567,20.01
2004-12-06,4.8691,6.5827,20.88
2004-12-07,3.8143,6.3602,20.54
2004-12-08,4.5084,6.5587,20.05
2004-12-09,4.2002,6.5124,20.03
2004-12-10,4.9138,6.5974,19.58
2004-12-11,2.7876,6.5218,18.08
2004-12-12,3.7087,6.4546,18.99
2004-12-13,4.6901,6.4807,20.31
2004-12-14,4.061,6.5479,20.07
2004-12-15,2.9534,6.3353,18.99
2004-12-16,4.404,6.2306,19.46
2004-12-17,4.8502,6.4546,20.35
2004-12-18,4.6649,6.4956,20.14
2004-12-19,5.2193,6.5839,19.67
2004-12-20,4.5965,6.3254,18.9
2004-12-21,5.359,6.4596,20.27
2004-12-22,4.2295,6.5566,20.86
2004-12-23,4.8132,6.679,20.26
2004-12-24,5.5394,6.5784,20.55
2004-12-25,4.5766,6.4666,19.22
2004-12-26,4.7124,6.6605,19.68
2004-12-27,5.0717,6.595,19.18
2004-12-28,4.4124,6.5849,18.87
2004-12-29,4.4292,6.581,19.03
2004-12-30,4.5907,6.3698,18.94
2004-12-31,4.5962,6.5093,20.04
2005-01-01,5.2661,6.4706,20.05
2005-01-02,4.7981,6.4202,19.7
2005-01-03,4.5962,6.4858,20.49
2005-01-04,4.5804,6.5563,20.52
2005-01-05,3.1649,6.4409,19.18
2005-01-06,3.5923,6.473,20.0
2005-01-07,4.4143,6.5419,20.85
2005-01-08,3.7819,6.3372,20.95
2005-01-09,3.2342,6.4416,19.4
2005-01-10,4.1342,6.5081,20.98
2005-01-11,3.7903,6.385,20.03
2005-01-12,4.7846,6.5347,21.06
2005-01-13,4.9882,6.6108,21.54
2005-01-14,3.7853,6.6173,20.44
2005-01-15,4.1033,6.5861,19.81
2005-01-16,3.0533,6.6518,19.33
2005-01-17,3.7363,6.6811,19.71
2005-01-18,4.6457,6.6002,19.07
2005-01-19,5.0779,6.8006,19.01
2005-01-20,3.8395,6.8647,18.7
2005-01-21,3.5551,6.7963,19.0
2005-01-22,4.9025,6.4754,19.66
2005-01-23,5.7336,6.8338,20.09
2005-01-24,5.737,6.8705,19.79
2005-01-25,3.8314,6.6365,20.15
2005-01-26,6.0178,6.8705,20.7
2005-01-27,5.6006,6.9516,21.74
2005-01-28,5.365,6.7387,21.92
2005-01-29,4.2792,6.7774,20.09
2005-01-30,4.9934,6.6742,21.19
2005-01-31,4.475,6.6545,21.05
2005-02-01,4.9598,6.8825,20.28
2005-02-02,4.1436,6.5846,21.2
2005-02-03,4.3954,6.8189,21.52
2005-02-04,4.788,6.8587,21.84
2005-02-05,3.9262,6.851,22.0
2005-02-06,4.7779,6.7627,22.11
2005-02-07,4.3382,6.4188,22.05
2005-02-08,4.1381,6.8266,21.78
2005-02-09,3.7951,7.0234,22.26
2005-02-10,3.8402,6.8458,21.49
2005-02-11,3.3718,7.0082,20.19
2005-02-12,4.1057,6.967,20.71
2005-02-13,5.1929,7.1138,21.19
2005-02-14,6.0288,7.2091,21.87
2005-02-15,5.3657,7.2386,21.94
2005-02-16,2.3755,6.9084,20.51
2005-02-17,4.9102,6.9857,21.7
2005-02-18,5.0738,6.9367,22.93
2005-02-19,4.735,7.007,23.25
2005-02-20,4.7906,7.0378,22.27
2005-02-21,5.2838,7.1947,23.0
2005-02-22,5.9458,7.2353,23.06
2005-02-23,5.8104,7.0853,23.22
2005-02-24,5.8411,7.1654,23.08
2005-02-25,6.1337,7.2631,23.94
2005-02-26,4.146,7.1892,23.54
2005-02-27,4.9966,6.8525,21.46
2005-02-28,4.6416,7.081,21.2
2005-03-01,4.4995,7.1158,21.94
2005-03-02,3.69,6.9907,22.44
2005-03-03,3.5791,7.0476,22.24
2005-03-04,3.3708,6.9828,21.36
2005-03-05,5.0683,7.3783,21.63
2005-03-06,2.9611,6.93,22.17
2005-03-07,4.9522,7.0502,23.31
2005-03-08,4.8941,7.1393,22.85
2005-03-09,4.5991,7.343,23.16
2005-03-10,5.4302,7.2948,23.61
2005-03-11,5.723,7.3253,23.48
2005-03-12,6.0245,7.2545,23.58
2005-03-13,6.719,7.5838,24.28
2005-03-14,5.3117,7.1938,23.9
2005-03-15,5.8104,7.0822,24.52
2005-03-16,5.243,7.0699,24.18
2005-03-17,4.9589,7.0459,22.47
2005-03-18,4.5859,6.793,21.72
2005-03-19,6.0554,7.0351,23.06
2005-03-20,5.6083,7.11,22.71
2005-03-21,5.4242,7.1918,21.97
2005-03-22,6.2146,7.2727,23.8
2005-03-23,6.0744,7.41,23.82
2005-03-24,4.5329,7.2218,23.11
2005-03-25,5.5063,7.2336,23.61
2005-03-26,4.4981,7.2883,22.55
2005-03-27,4.7338,7.4362,23.82
2005-03-28,4.5857,7.4693,22.92
2005-03-29,4.8276,7.3082,23.45
2005-03-30,4.7587,7.4527,23.69
2005-03-31,5.1818,7.0577,22.0
2005-04-01,4.8026,7.1686,20.73
2005-04-02,4.3037,7.0277,20.65
2005-04-03,3.895,7.0332,21.08
2005-04-04,6.1195,7.3757,23.21
2005-04-05,5.2958,7.2062,23.78
2005-04-06,3.5738,7.3582,22.99
2005-04-07,5.0218,7.2398,23.36
2005-04-08,5.8037,7.3762,23.06
2005-04-09,5.1936,7.4844,22.91
2005-04-10,5.4562,7.3596,22.79
2005-04-11,4.6543,7.3589,20.59
2005-04-12,4.3123,7.3783,22.32
2005-04-13,5.4048,7.3061,21.2
2005-04-14,4.2706,7.3262,22.49
2005-04-15,4.7426,7.2936,22.56
2005-04-16,6.0658,7.3634,22.51
2005-04-17,3.5206,7.3154,22.27
2005-04-18,5.3374,7.4479,22.32
2005-04-19,4.8257,7.2602,21.06
2005-04-20,2.6654,7.2955,20.66
2005-04-21,4.6078,7.2787,21.15
2005-04-22,4.319,7.3882,20.77
2005-04-23,3.9161,7.3126,20.59
2005-04-24,3.9874,7.3452,20.59
2005-04-25,4.8624,7.3286,19.83
2005-04-26,5.1737,7.3757,21.11
2005-04-27,5.0635,7.2739,21.8
2005-04-28,4.7537,7.4486,21.93
2005-04-29,3.9154,7.4158,20.54
2005-04-30,5.225,7.2343,19.61
2005-05-01,4.9498,7.273,19.67
2005-05-02,4.2864,7.4599,20.48
2005-05-03,4.6219,7.5365,19.29
2005-05-04,5.1007,7.5031,19.48
2005-05-05,5.3335,7.4059,20.8
2005-05-06,5.304,7.4947,21.14
2005-05-07,6.1169,7.4714,20.72
2005-05-08,6.4452,7.5113,20.79
2005-05-09,4.9694,7.3205,21.09
2005-05-10,6.7188,7.357,21.43
2005-05-11,5.3746,7.2463,22.46
2005-05-12,5.2459,7.1801,22.65
2005-05-13,5.6273,7.2178,21.38
2005-05-14,3.6274,7.2324,21.07
2005-05-15,3.8395,7.1004,20.56
2005-05-16,5.1533,7.2024,20.22
2005-05-17,2.2632,7.3642,19.33
2005-05-18,4.5425,7.3526,20.18
2005-05-19,3.7159,7.3248,19.87
2005-05-20,5.9292,7.3829,20.15
2005-05-21,3.9235,7.4417,19.46
2005-05-22,6.0038,7.4299,19.96
2005-05-23,4.5329,7.4179,19.5
2005-05-24,4.9346,7.3486,19.58
2005-05-25,5.0945,7.2348,20.38
2005-05-26,5.6359,7.3181,21.14
2005-05-27,5.545,7.2557,21.21
2005-05-28,6.1507,7.1777,21.43
2005-05-29,7.0454,7.4066,21.7
2005-05-30,5.4041,7.1033,20.5
2005-05-31,4.8612,7.1738,20.77
2005-06-01,5.1871,7.2115,21.21
2005-06-02,4.4803,7.0843,20.86
2005-06-03,5.0815,7.1112,20.15
2005-06-04,4.8305,7.1774,20.36
2005-06-05,3.8086,7.1117,20.44
2005-06-06,3.7589,7.055,20.33
2005-06-07,4.1714,7.0553,20.68
2005-06-08,4.6915,6.8345,21.06
2005-06-09,5.0114,7.1311,20.44
2005-06-10,3.9485,7.0205,20.83
2005-06-11,4.1414,7.1614,20.29
2005-06-12,5.9244,7.2991,20.75
2005-06-13,5.5601,7.2682,21.25
2005-06-14,4.4309,7.0596,20.95
2005-06-15,5.0206,7.0757,20.91
2005-06-16,6.5371,7.1815,21.48
2005-06-17,6.133,7.2324,21.83
2005-06-18,5.149,7.176,21.57
2005-06-19,5.31,7.2754,21.09
2005-06-20,4.6068,7.1753,20.57
2005-06-21,6.0926,7.2396,21.29
2005-06-22,5.9662,7.074,21.23
2005-06-23,5.4192,7.045,20.83
2005-06-24,5.6386,6.905,20.98
2005-06-25,5.5531,6.9646,20.69
2005-06-26,5.0352,6.8786,20.78
2005-06-27,5.0014,7.1568,20.74
2005-06-28,5.0652,7.1347,19.7
2005-06-29,3.7114,7.1388,19.46
2005-06-30,3.8292,7.1743,19.92
2005-07-01,5.1211,6.966,19.71
2005-07-02,5.1425,7.2314,20.46
2005-07-03,6.4214,7.2749,20.58
2005-07-04,5.9297,7.242,20.73
2005-07-05,5.9326,7.3166,19.75
2005-07-06,5.6318,7.3498,20.17
2005-07-07,6.4015,7.2773,20.18
2005-07-08,6.5858,7.2689,20.08
2005-07-09,5.1634,7.2396,20.47
2005-07-10,6.2364,6.9264,19.77
2005-07-11,6.4003,7.0858,20.34
2005-07-12,5.1103,6.8626,20.08
2005-07-13,4.4347,7.0675,20.01
2005-07-14,4.8115,7.1518,19.66
2005-07-15,4.9433,7.1258,20.07
2005-07-16,5.4334,7.0742,20.5
2005-07-17,5.5178,7.159,20.48
2005-07-18,5.8846,7.099,20.46
2005-07-19,4.9471,7.2547,20.25
2005-07-20,5.603,7.0992,21.28
2005-07-21,5.7115,7.2504,20.66
2005-07-22,6.3432,7.2907,21.27
2005-07-23,6.2302,7.2929,21.35
2005-07-24,6.7056,7.2062,21.14
2005-07-25,6.1459,7.1983,21.26
2005-07-26,7.063,7.3654,22.31
2005-07-27,6.2681,7.266,22.12
2005-07-28,6.3876,7.307,21.45
2005-07-29,6.5304,7.3202,21.75
2005-07-30,5.478,7.1515,21.67
2005-07-31,5.7847,7.2014,21.82
2005-08-01,5.5471,7.2492,21.64
2005-08-02,5.7509,7.0066,21.99
2005-08-03,5.2999,7.1568,22.2
2005-08-04,5.4509,7.1592,21.58
2005-08-05,4.4818,6.7579,21.61
2005-08-06,5.843,7.1057,21.52
2005-08-07,6.5779,7.3248,22.28
2005-08-08,6.1493,7.3061,22.08
2005-08-09,5.4936,7.1491,20.55
2005-08-10,6.2506,6.941,21.75
2005-08-11,4.6003,6.7567,20.92
2005-08-12,6.0029,6.8892,21.64
2005-08-13,3.1685,6.9091,21.96
2005-08-14,4.769,7.0387,21.58
2005-08-15,4.4023,7.0634,19.47
2005-08-16,4.6025,7.141,20.35
2005-08-17,3.9084,6.9454,20.47
2005-08-18,4.6632,7.044,21.2
2005-08-19,6.2258,7.3634,20.71
2005-08-20,6.4992,7.1686,22.14
2005-08-21,5.5447,7.2002,21.26
2005-08-22,4.4501,7.1038,19.3
2005-08-23,6.4968,7.4556,20.28
2005-08-24,4.2223,7.4506,18.88
2005-08-25,5.4571,7.3457,21.0
2005-08-26,3.7913,7.356,20.67
2005-08-27,5.4497,7.4386,20.61
2005-08-28,4.3572,7.4448,21.37
2005-08-29,5.4662,7.2967,20.36
2005-08-30,5.8154,7.511,19.91
2005-08-31,6.6622,7.5338,22.07
2005-09-01,6.7668,7.5022,21.59
2005-09-02,5.5771,7.4659,21.95
2005-09-03,6.1298,7.4472,21.91
2005-09-04,5.8606,7.4062,21.35
2005-09-05,6.0746,7.441,21.73
2005-09-06,5.6225,7.3159,21.01
2005-09-07,6.103,7.3932,21.79
2005-09-08,6.4414,7.3944,22.13
2005-09-09,5.6486,7.0855,22.34
2005-09-10,7.1232,7.5566,22.69
2005-09-11,4.7839,7.3922,22.36
2005-09-12,5.3642,7.283,22.31
2005-09-13,5.0628,7.3651,21.44
2005-09-14,5.7118,7.3795,22.31
2005-09-15,5.1742,7.1134,22.34
2005-09-16,5.6813,7.1914,23.12
2005-09-17,6.3372,7.0601,23.95
2005-09-18,5.7893,7.0344,22.45
2005-09-19,5.2116,6.9792,23.35
2005-09-20,3.9946,6.8275,22.8
2005-09-21,3.4817,7.0567,21.16
2005-09-22,3.8585,7.1316,21.53
2005-09-23,3.6878,7.2194,20.74
2005-09-24,4.5168,7.3745,21.4
2005-09-25,5.485,7.4904,21.5
2005-09-26,4.5211,7.447,20.96
2005-09-27,5.1034,7.284,20.47
2005-09-28,5.3333,7.379,20.41
2005-09-29,4.6642,7.0661,20.66
2005-09-30,5.869,7.337,20.58
2005-10-01,4.0133,7.4558,19.34
2005-10-02,5.0455,7.4378,20.43
2005-10-03,5.1007,7.4131,20.22
2005-10-04,5.4185,7.409,20.12
2005-10-05,5.8733,7.3692,20.39
2005-10-06,5.8356,7.3558,20.56
2005-10-07,5.2325,7.3013,20.61
2005-10-08,5.4245,7.3826,20.98
2005-10-09,3.0446,7.3032,19.33
2005-10-10,4.751,7.3836,19.94
2005-10-11,5.5222,7.4112,20.55
2005-10-12,4.2588,7.3673,19.92
2005-10-13,5.2207,7.4081,19.7
2005-10-14,4.8161,7.291,20.11
2005-10-15,3.7397,7.2194,19.29
2005-10-16,5.0839,7.2178,19.9
2005-10-17,5.7857,7.2888,20.79
2005-10-18,5.017,7.2348,19.7
2005-10-19,5.641,7.1309,20.3
2005-10-20,4.5998,7.0824,20.45
2005-10-21,5.4374,7.116,19.49
2005-10-22,4.2202,7.0514,20.27
2005-10-23,4.1609,7.057,20.2
2005-10-24,3.053,6.8923,18.53
2005-10-25,3.9778,6.9806,19.18
2005-10-26,4.2473,7.0894,18.84
2005-10-27,4.8946,7.0894,19.92
2005-10-28,3.0029,7.0034,19.86
2005-10-29,4.0075,6.9461,19.57
2005-10-30,4.7954,7.1626,19.76
2005-10-31,5.3338,7.039,19.8
2005-11-01,4.5533,6.8136,18.89
2005-11-02,5.4929,6.9338,19.96
2005-11-03,5.8366,6.9197,20.39
2005-11-04,4.1993,6.931,20.36
2005-11-05,4.7693,6.9499,20.11
2005-11-06,5.5774,7.0176,20.47
2005-11-07,5.868,6.99,20.63
2005-11-08,4.9666,6.9557,19.28
2005-11-09,4.2266,6.8239,19.49
2005-11-10,4.8415,6.8707,19.6
2005-11-11,3.5129,7.0039,19.13
2005-11-12,4.1388,7.0493,20.09
2005-11-13,3.9182,6.9144,19.46
2005-11-14,4.0385,7.0301,20.03
2005-11-15,5.0496,7.0126,20.48
2005-11-16,4.6483,6.8383,20.51
2005-11-17,4.3927,6.8371,19.52
2005-11-18,3.6458,6.7615,20.15
2005-11-19,4.5038,6.6607,20.4
2005-11-20,5.442,6.7169,20.35
2005-11-21,3.9718,6.5294,20.32
2005-11-22,3.3881,6.8719,19.89
2005-11-23,3.4771,6.9084,19.2
2005-11-24,4.5355,6.9096,19.28
2005-11-25,4.7047,6.6562,19.97
2005-11-26,4.8643,6.6242,19.91
2005-11-27,5.2966,6.6821,19.84
2005-11-28,6.198,6.8136,20.0
2005-11-29,4.8175,6.6996,19.97
2005-11-30,4.74,6.511,19.75
2005-12-01,4.7849,6.3238,20.26
2005-12-02,5.1458,6.5506,19.87
2005-12-03,4.9462,6.3895,19.81
2005-12-04,4.1467,6.3322,19.87
2005-12-05,4.1266,6.3298,19.11
2005-12-06,3.6708,6.6931,18.69
2005-12-07,3.8184,6.6307,18.95
2005-12-08,4.2773,6.5323,19.06
2005-12-09,5.0702,6.6204,20.2
2005-12-10,5.8526,6.5174,20.8
2005-12-11,4.7045,6.4692,21.18
2005-12-12,3.6564,6.3274,20.08
2005-12-13,4.3075,6.5112,19.83
2005-12-14,3.8482,6.5078,19.58
2005-12-15,4.5204,6.5722,19.59
2005-12-16,5.2481,6.6204,19.74
2005-12-17,4.4088,6.5587,19.88
2005-12-18,5.1245,6.593,20.36
2005-12-19,3.1032,6.3814,20.2
2005-12-20,4.6198,6.4872,19.52
2005-12-21,4.0097,6.4992,19.09
2005-12-22,3.151,6.3924,18.99
2005-12-23,3.6607,6.3485,19.22
2005-12-24,4.2686,6.5174,20.22
2005-12-25,4.1465,6.6396,19.59
2005-12-26,4.1743,6.5597,19.56
2005-12-27,5.1418,6.5911,19.83
2005-12-28,5.7322,6.6869,19.32
2005-12-29,5.2968,6.7572,19.91
2005-12-30,6.1099,6.8374,18.96
2005-12-31,6.1474,6.6941,18.95
2006-01-01,5.1132,6.6154,19.44
2006-01-02,5.3729,6.6571,19.97
2006-01-03,4.3298,6.697,19.96
2006-01-04,4.0692,6.5119,18.43
2006-01-05,2.9455,6.3698,18.0
2006-01-06,3.6079,6.481,18.24
2006-01-07,3.6257,6.4003,18.84
2006-01-08,4.5346,6.353,19.58
2006-01-09,5.2886,6.5489,19.18
2006-01-10,4.1388,6.5129,19.72
2006-01-11,4.8528,6.4577,19.56
2006-01-12,4.9416,6.5186,20.14
2006-01-13,5.2498,6.5134,20.07
2006-01-14,4.5744,6.4723,20.64
2006-01-15,3.8443,6.2196,20.63
2006-01-16,4.6596,6.5227,20.54
2006-01-17,4.8691,6.5909,20.93
2006-01-18,4.74,6.3725,20.64
2006-01-19,6.3912,6.8105,20.53
2006-01-20,6.1279,6.7622,20.09
2006-01-21,4.152,6.8134,20.1
2006-01-22,6.2218,6.7034,22.08
2006-01-23,4.9853,6.7358,22.14
2006-01-24,3.1754,6.6058,21.04
2006-01-25,4.5374,6.6482,22.2
2006-01-26,4.6598,6.6886,22.52
2006-01-27,3.0442,6.8028,21.08
2006-01-28,5.1444,6.7306,23.29
2006-01-29,4.2761,6.6967,22.54
2006-01-30,4.9462,6.7812,21.82
2006-01-31,4.1182,6.7037,22.18
2006-02-01,4.1198,6.5599,21.21
2006-02-02,4.3126,6.6211,20.96
2006-02-03,3.7853,6.8722,21.41
2006-02-04,2.4175,6.8772,21.04
2006-02-05,3.4793,7.003,20.87
2006-02-06,6.0209,7.0262,21.79
2006-02-07,4.5667,6.996,20.3
2006-02-08,5.1031,6.9516,20.56
2006-02-09,4.9349,6.7426,21.14
2006-02-10,5.2476,6.701,21.32
2006-02-11,5.7314,6.9427,22.88
2006-02-12,5.2178,7.0142,23.05
2006-02-13,5.0321,6.9101,22.28
2006-02-14,6.0514,7.0963,22.22
2006-02-15,5.5514,7.1926,22.56
2006-02-16,6.337,7.1729,23.06
2006-02-17,3.8602,6.8431,22.92
2006-02-18,4.7748,6.7601,22.51
2006-02-19,5.1914,6.9667,22.28
2006-02-20,6.5335,7.273,22.98
2006-02-21,5.7415,7.1131,22.89
2006-02-22,5.6647,7.0872,23.11
2006-02-23,6.1344,6.9605,24.76
2006-02-24,4.423,7.0152,23.69
2006-02-25,5.9825,7.1179,24.06
2006-02-26,3.4987,6.9427,24.5
2006-02-27,4.4647,6.7613,22.04
2006-02-28,6.1994,7.1201,23.65
2006-03-01,5.6158,7.2029,24.42
2006-03-02,5.197,7.1256,24.14
2006-03-03,3.9946,7.0142,22.3
2006-03-04,4.6346,6.8712,21.35
2006-03-05,3.7814,6.9934,21.49
2006-03-06,3.3578,6.9,20.27
2006-03-07,3.4586,6.9914,19.77
2006-03-08,3.1315,7.0762,20.54
2006-03-09,3.1531,7.1894,20.32
2006-03-10,4.5574,7.1666,21.78
2006-03-11,4.2734,7.1765,22.08
2006-03-12,4.5691,7.2346,21.34
2006-03-13,5.7358,7.47,21.62
2006-03-14,5.015,7.1868,20.6
2006-03-15,4.1074,7.1112,21.83
2006-03-16,5.3143,7.2569,21.97
2006-03-17,4.0788,7.2686,22.03
2006-03-18,4.8302,6.9614,20.76
2006-03-19,5.2116,7.387,21.78
2006-03-20,4.855,7.0985,21.7
2006-03-21,4.385,6.9113,22.71
2006-03-22,4.6538,7.2002,21.61
2006-03-23,5.171,7.1726,20.51
2006-03-24,4.7472,7.3366,19.65
2006-03-25,4.3826,7.3356,20.5
2006-03-26,4.0042,7.2314,20.12
2006-03-27,4.7839,7.4311,21.48
2006-03-28,6.367,7.4568,22.51
2006-03-29,6.7934,7.4827,23.47
2006-03-30,4.8646,7.2276,22.63
2006-03-31,4.3428,7.3932,22.84
2006-04-01,4.0927,7.2734,21.05
2006-04-02,2.9659,7.1688,22.19
2006-04-03,4.4359,7.0382,22.17
2006-04-04,3.4277,7.1796,20.83
2006-04-05,3.9574,7.3385,20.75
2006-04-06,5.465,7.3474,21.14
2006-04-07,4.1798,7.2797,21.55
2006-04-08,5.2634,7.175,20.66
2006-04-09,3.9984,7.4287,20.63
2006-04-10,4.5871,7.2634,21.11
2006-04-11,4.7148,7.3531,20.98
2006-04-12,2.4934,7.4614,18.88
2006-04-13,3.6497,7.4851,19.63
2006-04-14,3.9814,7.4052,18.12
2006-04-15,5.0537,7.4484,18.9
2006-04-16,5.2205,7.3858,19.41
2006-04-17,4.8917,7.2031,21.67
2006-04-18,4.2929,7.2084,20.41
2006-04-19,5.0436,7.3735,21.1
2006-04-20,5.7706,7.4206,21.41
2006-04-21,5.3009,7.4671,21.56
2006-04-22,6.1013,7.3582,23.54
2006-04-23,2.3054,7.115,22.03
2006-04-24,4.5821,7.1659,22.0
2006-04-25,4.2898,7.254,20.66
2006-04-26,3.8686,6.9511,20.56
2006-04-27,4.9373,7.405,20.57
2006-04-28,4.1369,7.3985,20.15
2006-04-29,4.5646,7.387,20.54
2006-04-30,3.6418,7.4806,19.82
2006-05-01,4.8775,7.3606,20.88
2006-05-02,4.8154,7.349,19.98
2006-05-03,4.824,7.23,20.49
2006-05-04,5.4562,7.4652,20.97
2006-05-05,4.3958,7.3558,20.34
2006-05-06,4.6673,7.3658,20.54
2006-05-07,4.0625,7.3586,20.45
2006-05-08,4.7359,7.4914,19.95
2006-05-09,3.9115,7.2674,20.48
2006-05-10,3.7315,7.3442,20.76
2006-05-11,3.9905,7.3632,20.66
2006-05-12,4.7851,7.3116,20.55
2006-05-13,4.8547,7.4791,19.96
2006-05-14,6.7217,7.4035,21.02
2006-05-15,5.9165,7.3118,21.74
2006-05-16,4.7302,7.3226,21.4
2006-05-17,4.6025,7.5103,20.21
2006-05-18,4.9822,7.249,20.0
2006-05-19,4.1376,7.463,20.38
2006-05-20,5.4936,7.5089,20.86
2006-05-21,5.1523,7.463,21.06
2006-05-22,6.8654,7.6572,21.44
2006-05-23,6.5254,7.3452,21.09
2006-05-24,4.2655,7.2499,21.39
2006-05-25,6.2198,7.2922,21.11
2006-05-26,5.1682,7.2727,21.34
2006-05-27,5.0038,7.2396,21.02
2006-05-28,4.3982,7.1722,21.06
2006-05-29,3.6197,7.2058,20.58
2006-05-30,5.8754,7.3183,21.31
2006-05-31,5.2159,7.2607,21.16
2006-06-01,3.4829,7.2588,20.31
2006-06-02,5.7115,7.1798,20.69
2006-06-03,5.0386,7.1443,19.5
2006-06-04,4.5494,7.2394,20.23
2006-06-05,4.973,7.0243,20.39
2006-06-06,3.3672,7.1983,19.58
2006-06-07,2.9354,7.1743,19.34
2006-06-08,3.9636,7.1242,19.89
2006-06-09,4.3159,7.219,19.49
2006-06-10,3.7862,7.1918,18.66
2006-06-11,4.2689,7.1122,19.01
2006-06-12,5.8646,7.2557,20.17
2006-06-13,5.0969,7.0622,20.36
2006-06-14,5.0458,6.9048,20.35
2006-06-15,5.7007,7.1498,20.06
2006-06-16,4.8206,7.0973,20.47
2006-06-17,6.2892,7.1532,20.89
